pais,mes,tipo_asignacion,estado,servicios,expedientes
Ecuador,2025-04,ANCLAJE APP SOA,CONCLUIDA,1,1
Ecuador,2025-04,MANUAL,CANCELADA,41,39
Ecuador,2025-04,MANUAL,CONCLUIDA,481,393
Ecuador,2025-04,SIN_TIPO,CANCELADA,87,84
Ecuador,2025-05,ANCLAJE APP SOA,CANCELADA,4,2
Ecuador,2025-05,ANCLAJE APP SOA,CONCLUIDA,2,2
Ecuador,2025-05,MANUAL,CANCELADA,68,58
Ecuador,2025-05,MANUAL,CONCLUIDA,467,379
Ecuador,2025-05,SIN_TIPO,CANCELADA,96,90
Ecuador,2025-06,ANCLAJE APP SOA,CANCELADA,3,2
Ecuador,2025-06,ANCLAJE APP SOA,CONCLUIDA,4,4
Ecuador,2025-06,MANUAL,CANCELADA,52,41
Ecuador,2025-06,MANUAL,CONCLUIDA,439,367
Ecuador,2025-06,SIN_TIPO,CANCELADA,125,113
Ecuador,2025-06,SIN_TIPO,CONCLUIDA,1,1
Ecuador,2025-07,ANCLAJE APP SOA,CANCELADA,1,1
Ecuador,2025-07,ANCLAJE APP SOA,CONCLUIDA,7,7
Ecuador,2025-07,MANUAL,CANCELADA,69,59
Ecuador,2025-07,MANUAL,CONCLUIDA,498,416
Ecuador,2025-07,SIN_TIPO,CANCELADA,137,127
Ecuador,2025-08,ANCLAJE APP SOA,CONCLUIDA,3,3
Ecuador,2025-08,BASE AUTOMATICO,CANCELADA,1,1
Ecuador,2025-08,MANUAL,CANCELADA,91,74
Ecuador,2025-08,MANUAL,CONCLUIDA,555,462
Ecuador,2025-08,SIN_TIPO,CANCELADA,134,123
Ecuador,2025-09,ANCLAJE APP SOA,CANCELADA,1,1
Ecuador,2025-09,ANCLAJE APP SOA,CONCLUIDA,4,4
Ecuador,2025-09,APP,CANCELADA,12,4
Ecuador,2025-09,APP,CONCLUIDA,4,3
Ecuador,2025-09,APP,PROCESO,1,1
Ecuador,2025-09,MANUAL,CANCELADA,75,66
Ecuador,2025-09,MANUAL,CONCLUIDA,571,467
Ecuador,2025-09,MANUAL,PROCESO,6,4
Ecuador,2025-09,SIN_TIPO,CANCELADA,150,113
Ecuador,2025-10,ANCLAJE APP SOA,CANCELADA,1,1
Ecuador,2025-10,ANCLAJE APP SOA,CONCLUIDA,13,11
Ecuador,2025-10,ANCLAJE APP SOA,PROCESO,2,2
Ecuador,2025-10,APP,CANCELADA,13,8
Ecuador,2025-10,APP,CONCLUIDA,9,3
Ecuador,2025-10,MANUAL,CANCELADA,35,32
Ecuador,2025-10,MANUAL,CONCLUIDA,386,337
Ecuador,2025-10,MANUAL,PROCESO,72,59
Ecuador,2025-10,SIN_TIPO,CANCELADA,97,86
Ecuador,2025-10,SIN_TIPO,PROCESO,8,8
Egipto,2023-01,ANCLAJE,OTRO,19,13
Egipto,2023-01,APP,OTRO,97,80
Egipto,2023-01,MANUAL,OTRO,7,7
Egipto,2023-01,SIN_TIPO,OTRO,69,62
Egipto,2023-02,ANCLAJE,OTRO,7,6
Egipto,2023-02,APP,OTRO,4,3
Egipto,2023-02,MANUAL,OTRO,8,5
Egipto,2023-02,SIN_TIPO,OTRO,14,13
Egipto,2023-03,APP,OTRO,2,2
Egipto,2023-03,SIN_TIPO,OTRO,4,4
Egipto,2023-06,ANCLAJE,OTRO,1,1
Egipto,2023-06,APP,OTRO,4,1
Egipto,2023-06,SIN_TIPO,OTRO,2,2
Egipto,2023-07,SIN_TIPO,OTRO,1,1
Egipto,2023-08,ANCLAJE,OTRO,17,2
Egipto,2023-08,MANUAL,OTRO,27,10
Egipto,2023-08,SIN_TIPO,OTRO,3,2
Egipto,2023-09,ANCLAJE,OTRO,6,1
Egipto,2023-09,APP,OTRO,19,8
Egipto,2023-09,MANUAL,OTRO,9,7
Egipto,2023-09,SIN_TIPO,OTRO,11,9
Egipto,2023-10,ANCLAJE,OTRO,3,2
Egipto,2023-10,APP,OTRO,2,1
Egipto,2023-10,MANUAL,OTRO,3,3
Egipto,2023-10,SIN_TIPO,OTRO,14,5
Egipto,2023-11,ANCLAJE,OTRO,1,1
Egipto,2023-11,APP,OTRO,33,7
Egipto,2023-11,MANUAL,OTRO,1,1
Egipto,2023-11,SIN_TIPO,OTRO,36,10
Egipto,2023-12,APP,OTRO,1,1
Egipto,2023-12,MANUAL,OTRO,1,1
Egipto,2023-12,SIN_TIPO,OTRO,6,1
Egipto,2024-01,MANUAL,OTRO,1,1
Egipto,2024-01,SIN_TIPO,OTRO,1,1
Egipto,2024-02,ANCLAJE,OTRO,2,2
Egipto,2024-02,APP,OTRO,3,2
Egipto,2024-02,MANUAL,OTRO,4,2
Egipto,2024-02,SIN_TIPO,OTRO,21,5
Egipto,2024-03,APP,OTRO,2,2
Egipto,2024-03,SIN_TIPO,OTRO,32,16
Egipto,2024-04,ANCLAJE APP,OTRO,17,3
Egipto,2024-04,APP,OTRO,71,13
Egipto,2024-04,MANUAL,OTRO,3,2
Egipto,2024-04,SIN_TIPO,OTRO,75,14
Egipto,2024-05,ANCLAJE APP,OTRO,2,1
Egipto,2024-05,APP,OTRO,79,14
Egipto,2024-05,MANUAL,OTRO,9,4
Egipto,2024-05,SIN_TIPO,OTRO,76,13
Egipto,2024-06,APP,OTRO,19,4
Egipto,2024-06,SIN_TIPO,OTRO,14,6
Egipto,2024-07,MANUAL,OTRO,19,6
Egipto,2024-07,SIN_TIPO,OTRO,2,2
Egipto,2024-08,ANCLAJE APP SOA,OTRO,1,1
Egipto,2024-08,APP,OTRO,37,9
Egipto,2024-08,SIN_TIPO,OTRO,26,7
Egipto,2024-09,ANCLAJE APP SOA,OTRO,14,8
Egipto,2024-09,APP,OTRO,81,21
Egipto,2024-09,MANUAL,OTRO,13,5
Egipto,2024-09,SIN_TIPO,OTRO,51,17
Egipto,2024-10,ANCLAJE APP SOA,OTRO,2,1
Egipto,2024-10,APP,OTRO,2,1
Egipto,2024-10,SIN_TIPO,OTRO,3,1
Egipto,2024-11,APP,OTRO,1,1
Egipto,2024-12,SIN_TIPO,OTRO,3,1
Egipto,2025-01,ANCLAJE APP SOA,OTRO,3,1
Egipto,2025-01,ANCLAJE BASE,OTRO,5,2
Egipto,2025-01,APP,OTRO,13,4
Egipto,2025-01,MANUAL,OTRO,4,2
Egipto,2025-01,SIN_TIPO,OTRO,25,5
Egipto,2025-02,ANCLAJE APP SOA,OTRO,9,4
Egipto,2025-02,ANCLAJE BASE,OTRO,2,2
Egipto,2025-02,APP,OTRO,8,5
Egipto,2025-02,MANUAL,OTRO,13,9
Egipto,2025-02,SIN_TIPO,OTRO,22,12
Egipto,2025-03,ANCLAJE APP SOA,OTRO,2,2
Egipto,2025-03,ANCLAJE BASE,OTRO,9,4
Egipto,2025-03,APP,OTRO,10,3
Egipto,2025-03,MANUAL,OTRO,4,1
Egipto,2025-03,SIN_TIPO,OTRO,34,8
Egipto,2025-04,ANCLAJE APP SOA,OTRO,1,1
Egipto,2025-04,SIN_TIPO,OTRO,2,1
Egipto,2025-05,ANCLAJE APP SOA,OTRO,3,1
Egipto,2025-05,APP,OTRO,7,4
Egipto,2025-05,MANUAL,OTRO,5,3
Egipto,2025-05,SIN_TIPO,OTRO,4,2
Egipto,2025-07,ANCLAJE APP SOA,OTRO,8,4
Egipto,2025-07,ANCLAJE BASE,OTRO,1,1
Egipto,2025-07,APP,OTRO,4,2
Egipto,2025-07,MANUAL,OTRO,30,12
Egipto,2025-07,SIN_TIPO,OTRO,31,11
Egipto,2025-08,ANCLAJE APP SOA,OTRO,10,8
Egipto,2025-08,APP,OTRO,4,4
Egipto,2025-08,BASE AUTOMATICO,OTRO,1,1
Egipto,2025-08,MANUAL,OTRO,33,25
Egipto,2025-08,SIN_TIPO,OTRO,42,16
Egipto,2025-09,MANUAL,OTRO,6,6
Egipto,2025-09,SIN_TIPO,OTRO,40,20
Egipto,2025-10,MANUAL,OTRO,1,1
Egipto,2025-10,SIN_TIPO,OTRO,31,8
El Salvador,2023-01,MANUAL,CANCELADA,3,2
El Salvador,2023-01,MANUAL,CONCLUIDA,4,4
El Salvador,2023-01,SIN_TIPO,CANCELADA,3,3
El Salvador,2023-02,MANUAL,CANCELADA,1,1
El Salvador,2023-02,SIN_TIPO,CANCELADA,1,1
El Salvador,2023-03,MANUAL,CONCLUIDA,2,2
El Salvador,2023-03,SIN_TIPO,CANCELADA,1,1
El Salvador,2023-05,MANUAL,CONCLUIDA,2,2
El Salvador,2023-06,MANUAL,CANCELADA,4,4
El Salvador,2023-06,MANUAL,CONCLUIDA,5,4
El Salvador,2023-06,SIN_TIPO,CANCELADA,3,3
El Salvador,2023-07,MANUAL,CONCLUIDA,1,1
El Salvador,2023-07,SIN_TIPO,CANCELADA,2,2
El Salvador,2023-08,MANUAL,CONCLUIDA,4,4
El Salvador,2023-08,SIN_TIPO,CANCELADA,2,2
El Salvador,2023-09,MANUAL,CONCLUIDA,3,3
El Salvador,2023-09,SIN_TIPO,CANCELADA,4,4
El Salvador,2023-10,ANCLAJE,CONCLUIDA,1,1
El Salvador,2023-10,MANUAL,CANCELADA,2,2
El Salvador,2023-10,MANUAL,CONCLUIDA,2,2
El Salvador,2023-10,SIN_TIPO,CANCELADA,9,8
El Salvador,2023-11,MANUAL,CANCELADA,4,4
El Salvador,2023-11,MANUAL,CONCLUIDA,7,7
El Salvador,2023-11,SIN_TIPO,CANCELADA,9,9
El Salvador,2023-12,MANUAL,CANCELADA,2,2
El Salvador,2023-12,MANUAL,CONCLUIDA,10,10
El Salvador,2023-12,SIN_TIPO,CANCELADA,7,7
El Salvador,2024-01,MANUAL,CANCELADA,3,2
El Salvador,2024-01,MANUAL,CONCLUIDA,10,8
El Salvador,2024-01,SIN_TIPO,CANCELADA,4,4
El Salvador,2024-02,MANUAL,CONCLUIDA,12,11
El Salvador,2024-02,SIN_TIPO,CANCELADA,6,5
El Salvador,2024-03,MANUAL,CONCLUIDA,16,16
El Salvador,2024-03,SIN_TIPO,CANCELADA,2,2
El Salvador,2024-04,ANCLAJE,CONCLUIDA,2,1
El Salvador,2024-04,MANUAL,CANCELADA,3,3
El Salvador,2024-04,MANUAL,CONCLUIDA,36,31
El Salvador,2024-04,SIN_TIPO,CANCELADA,5,4
El Salvador,2024-05,MANUAL,CANCELADA,1,1
El Salvador,2024-05,MANUAL,CONCLUIDA,13,13
El Salvador,2024-05,SIN_TIPO,CANCELADA,12,10
El Salvador,2024-06,MANUAL,CANCELADA,3,3
El Salvador,2024-06,MANUAL,CONCLUIDA,20,19
El Salvador,2024-06,SIN_TIPO,CANCELADA,1,1
El Salvador,2024-07,ANCLAJE APP,CONCLUIDA,1,1
El Salvador,2024-07,MANUAL,CANCELADA,2,2
El Salvador,2024-07,MANUAL,CONCLUIDA,18,17
El Salvador,2024-07,SIN_TIPO,CANCELADA,3,3
El Salvador,2024-08,MANUAL,CANCELADA,5,5
El Salvador,2024-08,MANUAL,CONCLUIDA,11,11
El Salvador,2024-08,SIN_TIPO,CANCELADA,3,3
El Salvador,2024-09,ANCLAJE APP SOA,CANCELADA,1,1
El Salvador,2024-09,ANCLAJE APP SOA,CONCLUIDA,3,3
El Salvador,2024-09,MANUAL,CONCLUIDA,10,9
El Salvador,2024-09,SIN_TIPO,CANCELADA,4,4
El Salvador,2024-10,MANUAL,CANCELADA,1,1
El Salvador,2024-10,MANUAL,CONCLUIDA,17,16
El Salvador,2024-10,SIN_TIPO,CANCELADA,4,4
El Salvador,2024-11,MANUAL,CANCELADA,1,1
El Salvador,2024-11,MANUAL,CONCLUIDA,29,29
El Salvador,2024-11,SIN_TIPO,CANCELADA,3,3
El Salvador,2024-12,MANUAL,CANCELADA,1,1
El Salvador,2024-12,MANUAL,CONCLUIDA,17,16
El Salvador,2024-12,SIN_TIPO,CANCELADA,8,7
El Salvador,2025-01,MANUAL,CONCLUIDA,21,19
El Salvador,2025-01,SIN_TIPO,CANCELADA,3,3
El Salvador,2025-02,MANUAL,CANCELADA,5,3
El Salvador,2025-02,MANUAL,CONCLUIDA,19,19
El Salvador,2025-02,SIN_TIPO,CANCELADA,9,9
El Salvador,2025-03,MANUAL,CANCELADA,3,3
El Salvador,2025-03,MANUAL,CONCLUIDA,21,21
El Salvador,2025-03,SIN_TIPO,CANCELADA,8,8
El Salvador,2025-04,MANUAL,CANCELADA,4,3
El Salvador,2025-04,MANUAL,CONCLUIDA,21,19
El Salvador,2025-04,SIN_TIPO,CANCELADA,11,11
El Salvador,2025-05,MANUAL,CANCELADA,2,1
El Salvador,2025-05,MANUAL,CONCLUIDA,13,12
El Salvador,2025-05,SIN_TIPO,CANCELADA,4,4
El Salvador,2025-06,ANCLAJE APP SOA,CANCELADA,2,2
El Salvador,2025-06,ANCLAJE APP SOA,CONCLUIDA,2,2
El Salvador,2025-06,APP,CANCELADA,2,1
El Salvador,2025-06,MANUAL,CONCLUIDA,19,18
El Salvador,2025-06,SIN_TIPO,CANCELADA,7,7
El Salvador,2025-07,ANCLAJE APP SOA,CANCELADA,1,1
El Salvador,2025-07,ANCLAJE APP SOA,CONCLUIDA,3,3
El Salvador,2025-07,MANUAL,CANCELADA,8,6
El Salvador,2025-07,MANUAL,CONCLUIDA,24,22
El Salvador,2025-07,SIN_TIPO,CANCELADA,11,11
El Salvador,2025-08,MANUAL,CANCELADA,8,6
El Salvador,2025-08,MANUAL,CONCLUIDA,24,22
El Salvador,2025-08,SIN_TIPO,CANCELADA,11,11
El Salvador,2025-09,ANCLAJE APP SOA,CANCELADA,4,3
El Salvador,2025-09,MANUAL,CANCELADA,4,3
El Salvador,2025-09,MANUAL,CONCLUIDA,24,23
El Salvador,2025-09,SIN_TIPO,CANCELADA,6,6
El Salvador,2025-10,ANCLAJE APP SOA,CANCELADA,2,2
El Salvador,2025-10,ANCLAJE APP SOA,CONCLUIDA,1,1
El Salvador,2025-10,APP,CANCELADA,7,5
El Salvador,2025-10,APP,CONCLUIDA,2,1
El Salvador,2025-10,MANUAL,CANCELADA,11,11
El Salvador,2025-10,MANUAL,CONCLUIDA,26,25
El Salvador,2025-10,MANUAL,PROCESO,1,1
El Salvador,2025-10,SIN_TIPO,CANCELADA,51,17
Estados Unidos,2024-12,ANCLAJE APP SOA,OTRO,26,10
Estados Unidos,2024-12,APP,OTRO,29,9
Estados Unidos,2024-12,MANUAL,OTRO,33,11
Estados Unidos,2024-12,SIN_TIPO,OTRO,20,12
Estados Unidos,2025-01,ANCLAJE APP SOA,OTRO,26,8
Estados Unidos,2025-01,APP,OTRO,13,7
Estados Unidos,2025-01,MANUAL,OTRO,8,6
Estados Unidos,2025-01,SIN_TIPO,OTRO,8,5
Estados Unidos,2025-02,ANCLAJE APP SOA,OTRO,9,6
Estados Unidos,2025-02,ANCLAJE BASE,OTRO,7,5
Estados Unidos,2025-02,APP,OTRO,1,1
Estados Unidos,2025-02,MANUAL,OTRO,12,8
Estados Unidos,2025-02,SIN_TIPO,OTRO,2,2
Estados Unidos,2025-03,ANCLAJE APP SOA,OTRO,12,11
Estados Unidos,2025-03,ANCLAJE BASE,OTRO,5,3
Estados Unidos,2025-03,APP,OTRO,10,8
Estados Unidos,2025-03,MANUAL,OTRO,11,9
Estados Unidos,2025-03,SIN_TIPO,OTRO,28,14
Estados Unidos,2025-04,ANCLAJE APP SOA,OTRO,21,7
Estados Unidos,2025-04,APP,OTRO,38,8
Estados Unidos,2025-04,MANUAL,OTRO,3,3
Estados Unidos,2025-04,SIN_TIPO,OTRO,12,5
Estados Unidos,2025-05,ANCLAJE APP SOA,OTRO,36,5
Estados Unidos,2025-05,APP,OTRO,14,3
Estados Unidos,2025-05,MANUAL,OTRO,7,6
Estados Unidos,2025-05,SIN_TIPO,OTRO,7,5
Estados Unidos,2025-07,SIN_TIPO,OTRO,1,1
Estados Unidos,2025-08,APP,OTRO,2,2
Estados Unidos,2025-08,BASE AUTOMATICO,OTRO,1,1
Estados Unidos,2025-08,MANUAL,OTRO,4,4
Estados Unidos,2025-08,SIN_TIPO,OTRO,7,6
Guatemala,2023-10,MANUAL,CANCELADA,2,1
Guatemala,2024-01,ANCLAJE,CANCELADA,56,3
Guatemala,2024-01,ANCLAJE,CONCLUIDA,2,2
Guatemala,2024-01,APP,CANCELADA,169,14
Guatemala,2024-01,APP,CONCLUIDA,58,11
Guatemala,2024-01,MANUAL,CANCELADA,13,6
Guatemala,2024-01,MANUAL,CONCLUIDA,6,4
Guatemala,2024-01,SIN_TIPO,CANCELADA,54,13
Guatemala,2024-02,ANCLAJE,CANCELADA,147,28
Guatemala,2024-02,ANCLAJE,CONCLUIDA,91,28
Guatemala,2024-02,APP,CANCELADA,1243,90
Guatemala,2024-02,APP,CONCLUIDA,465,79
Guatemala,2024-02,MANUAL,CANCELADA,100,53
Guatemala,2024-02,MANUAL,CONCLUIDA,142,23
Guatemala,2024-02,SIN_TIPO,CANCELADA,306,102
Guatemala,2024-02,SIN_TIPO,CONCLUIDA,16,16
Guatemala,2024-03,ANCLAJE,CANCELADA,127,29
Guatemala,2024-03,ANCLAJE,CONCLUIDA,76,26
Guatemala,2024-03,APP,CANCELADA,456,44
Guatemala,2024-03,APP,CONCLUIDA,207,32
Guatemala,2024-03,MANUAL,CANCELADA,426,44
Guatemala,2024-03,MANUAL,CONCLUIDA,182,39
Guatemala,2024-03,SIN_TIPO,CANCELADA,191,75
Guatemala,2024-03,SIN_TIPO,CONCLUIDA,14,14
Guatemala,2024-04,ANCLAJE,CANCELADA,27,8
Guatemala,2024-04,ANCLAJE,CONCLUIDA,22,10
Guatemala,2024-04,ANCLAJE APP,CANCELADA,126,21
Guatemala,2024-04,ANCLAJE APP,CONCLUIDA,43,7
Guatemala,2024-04,APP,CANCELADA,390,72
Guatemala,2024-04,APP,CONCLUIDA,221,40
Guatemala,2024-04,MANUAL,CANCELADA,162,52
Guatemala,2024-04,MANUAL,CONCLUIDA,95,29
Guatemala,2024-04,SIN_TIPO,CANCELADA,226,75
Guatemala,2024-04,SIN_TIPO,CONCLUIDA,1,1
Guatemala,2024-05,ANCLAJE APP,CANCELADA,243,30
Guatemala,2024-05,ANCLAJE APP,CONCLUIDA,74,21
Guatemala,2024-05,ANCLAJE BASE,CANCELADA,1,1
Guatemala,2024-05,ANCLAJE BASE,CONCLUIDA,2,1
Guatemala,2024-05,APP,CANCELADA,213,68
Guatemala,2024-05,APP,CONCLUIDA,117,30
Guatemala,2024-05,MANUAL,CANCELADA,56,18
Guatemala,2024-05,MANUAL,CONCLUIDA,20,13
Guatemala,2024-05,SIN_TIPO,CANCELADA,157,106
Guatemala,2024-05,SIN_TIPO,CONCLUIDA,8,8
Guatemala,2024-06,ANCLAJE APP,CANCELADA,108,16
Guatemala,2024-06,ANCLAJE APP,CONCLUIDA,18,9
Guatemala,2024-06,APP,CANCELADA,114,46
Guatemala,2024-06,APP,CONCLUIDA,54,20
Guatemala,2024-06,MANUAL,CANCELADA,14,9
Guatemala,2024-06,MANUAL,CONCLUIDA,11,8
Guatemala,2024-06,SIN_TIPO,CANCELADA,219,113
Guatemala,2024-06,SIN_TIPO,CONCLUIDA,6,6
Guatemala,2024-07,ANCLAJE APP,CANCELADA,122,53
Guatemala,2024-07,ANCLAJE APP,CONCLUIDA,31,14
Guatemala,2024-07,ANCLAJE APP SOA,CANCELADA,5,1
Guatemala,2024-07,ANCLAJE APP SOA,CONCLUIDA,1,1
Guatemala,2024-07,ANCLAJE BASE,CANCELADA,5,3
Guatemala,2024-07,ANCLAJE BASE,CONCLUIDA,2,1
Guatemala,2024-07,APP,CANCELADA,75,22
Guatemala,2024-07,APP,CONCLUIDA,42,12
Guatemala,2024-07,MANUAL,CANCELADA,35,17
Guatemala,2024-07,MANUAL,CONCLUIDA,23,13
Guatemala,2024-07,SIN_TIPO,CANCELADA,106,71
Guatemala,2024-08,ANCLAJE APP SOA,CANCELADA,68,11
Guatemala,2024-08,ANCLAJE APP SOA,CONCLUIDA,26,7
Guatemala,2024-08,ANCLAJE BASE,CONCLUIDA,1,1
Guatemala,2024-08,APP,CANCELADA,37,14
Guatemala,2024-08,APP,CONCLUIDA,31,4
Guatemala,2024-08,MANUAL,CANCELADA,9,5
Guatemala,2024-08,MANUAL,CONCLUIDA,17,10
Guatemala,2024-08,SIN_TIPO,CANCELADA,106,58
Guatemala,2024-08,SIN_TIPO,CONCLUIDA,1,1
Guatemala,2024-09,ANCLAJE APP SOA,CANCELADA,182,65
Guatemala,2024-09,ANCLAJE APP SOA,CONCLUIDA,91,26
Guatemala,2024-09,APP,CANCELADA,870,149
Guatemala,2024-09,APP,CONCLUIDA,360,57
Guatemala,2024-09,MANUAL,CANCELADA,61,37
Guatemala,2024-09,MANUAL,CONCLUIDA,20,12
Guatemala,2024-09,SIN_TIPO,CANCELADA,363,203
Guatemala,2024-09,SIN_TIPO,CONCLUIDA,4,3
Guatemala,2024-10,ANCLAJE APP SOA,CANCELADA,1074,756
Guatemala,2024-10,ANCLAJE APP SOA,CONCLUIDA,3182,2338
Guatemala,2024-10,ANCLAJE BASE,CANCELADA,289,185
Guatemala,2024-10,ANCLAJE BASE,CONCLUIDA,279,253
Guatemala,2024-10,APP,CANCELADA,1648,744
Guatemala,2024-10,APP,CONCLUIDA,2217,1531
Guatemala,2024-10,BASE AUTOMATICO,CANCELADA,474,383
Guatemala,2024-10,BASE AUTOMATICO,CONCLUIDA,1920,1836
Guatemala,2024-10,MANUAL,CANCELADA,550,468
Guatemala,2024-10,MANUAL,CONCLUIDA,2017,1466
Guatemala,2024-10,SIN_TIPO,CANCELADA,1144,891
Guatemala,2024-10,SIN_TIPO,CONCLUIDA,1232,1223
Guatemala,2024-11,ANCLAJE APP SOA,CANCELADA,1246,1040
Guatemala,2024-11,ANCLAJE APP SOA,CONCLUIDA,5445,3897
Guatemala,2024-11,ANCLAJE BASE,CANCELADA,265,245
Guatemala,2024-11,ANCLAJE BASE,CONCLUIDA,828,755
Guatemala,2024-11,APP,CANCELADA,1105,766
Guatemala,2024-11,APP,CONCLUIDA,2922,2295
Guatemala,2024-11,BASE AUTOMATICO,CANCELADA,664,560
Guatemala,2024-11,BASE AUTOMATICO,CONCLUIDA,3332,3240
Guatemala,2024-11,MANUAL,CANCELADA,873,819
Guatemala,2024-11,MANUAL,CONCLUIDA,2768,2378
Guatemala,2024-11,SIN_TIPO,CANCELADA,1442,1285
Guatemala,2024-11,SIN_TIPO,CONCLUIDA,1278,1278
Guatemala,2024-12,ANCLAJE APP SOA,CANCELADA,1276,1061
Guatemala,2024-12,ANCLAJE APP SOA,CONCLUIDA,5208,3784
Guatemala,2024-12,ANCLAJE BASE,CANCELADA,196,188
Guatemala,2024-12,ANCLAJE BASE,CONCLUIDA,1084,1004
Guatemala,2024-12,APP,CANCELADA,1075,747
Guatemala,2024-12,APP,CONCLUIDA,3313,2579
Guatemala,2024-12,BASE AUTOMATICO,CANCELADA,462,386
Guatemala,2024-12,BASE AUTOMATICO,CONCLUIDA,2779,2720
Guatemala,2024-12,MANUAL,CANCELADA,1048,967
Guatemala,2024-12,MANUAL,CONCLUIDA,2674,2277
Guatemala,2024-12,SIN_TIPO,CANCELADA,1440,1303
Guatemala,2024-12,SIN_TIPO,CONCLUIDA,1842,1842
Guatemala,2025-01,ANCLAJE APP SOA,CANCELADA,1184,955
Guatemala,2025-01,ANCLAJE APP SOA,CONCLUIDA,5036,3750
Guatemala,2025-01,ANCLAJE BASE,CANCELADA,205,198
Guatemala,2025-01,ANCLAJE BASE,CONCLUIDA,1029,973
Guatemala,2025-01,APP,CANCELADA,867,640
Guatemala,2025-01,APP,CONCLUIDA,3153,2525
Guatemala,2025-01,BASE AUTOMATICO,CANCELADA,355,333
Guatemala,2025-01,BASE AUTOMATICO,CONCLUIDA,3034,2965
Guatemala,2025-01,MANUAL,CANCELADA,1023,914
Guatemala,2025-01,MANUAL,CONCLUIDA,2605,2179
Guatemala,2025-01,SIN_TIPO,CANCELADA,1527,1369
Guatemala,2025-01,SIN_TIPO,CONCLUIDA,2274,2273
Guatemala,2025-02,ANCLAJE APP SOA,CANCELADA,1129,926
Guatemala,2025-02,ANCLAJE APP SOA,CONCLUIDA,4956,3605
Guatemala,2025-02,ANCLAJE BASE,CANCELADA,190,181
Guatemala,2025-02,ANCLAJE BASE,CONCLUIDA,968,905
Guatemala,2025-02,APP,CANCELADA,1001,709
Guatemala,2025-02,APP,CONCLUIDA,2801,2286
Guatemala,2025-02,BASE AUTOMATICO,CANCELADA,429,384
Guatemala,2025-02,BASE AUTOMATICO,CONCLUIDA,2841,2783
Guatemala,2025-02,MANUAL,CANCELADA,968,890
Guatemala,2025-02,MANUAL,CONCLUIDA,2408,2083
Guatemala,2025-02,SIN_TIPO,CANCELADA,1451,1300
Guatemala,2025-02,SIN_TIPO,CONCLUIDA,2016,2016
Guatemala,2025-03,ANCLAJE APP SOA,CANCELADA,1416,1139
Guatemala,2025-03,ANCLAJE APP SOA,CONCLUIDA,6014,4284
Guatemala,2025-03,ANCLAJE BASE,CANCELADA,253,236
Guatemala,2025-03,ANCLAJE BASE,CONCLUIDA,1093,1027
Guatemala,2025-03,APP,CANCELADA,664,481
Guatemala,2025-03,APP,CONCLUIDA,1851,1587
Guatemala,2025-03,BASE AUTOMATICO,CANCELADA,587,494
Guatemala,2025-03,BASE AUTOMATICO,CONCLUIDA,3682,3590
Guatemala,2025-03,MANUAL,CANCELADA,1082,996
Guatemala,2025-03,MANUAL,CONCLUIDA,2665,2248
Guatemala,2025-03,SIN_TIPO,CANCELADA,1632,1444
Guatemala,2025-03,SIN_TIPO,CONCLUIDA,4672,4671
Guatemala,2025-04,ANCLAJE APP SOA,CANCELADA,1192,950
Guatemala,2025-04,ANCLAJE APP SOA,CONCLUIDA,5500,3911
Guatemala,2025-04,ANCLAJE BASE,CANCELADA,251,228
Guatemala,2025-04,ANCLAJE BASE,CONCLUIDA,1171,1052
Guatemala,2025-04,APP,CANCELADA,758,557
Guatemala,2025-04,APP,CONCLUIDA,2035,1654
Guatemala,2025-04,BASE AUTOMATICO,CANCELADA,494,417
Guatemala,2025-04,BASE AUTOMATICO,CONCLUIDA,3533,3450
Guatemala,2025-04,MANUAL,CANCELADA,953,856
Guatemala,2025-04,MANUAL,CONCLUIDA,2568,2192
Guatemala,2025-04,SIN_TIPO,CANCELADA,1559,1376
Guatemala,2025-04,SIN_TIPO,CONCLUIDA,4150,4150
Guatemala,2025-05,ANCLAJE APP SOA,CANCELADA,1404,1147
Guatemala,2025-05,ANCLAJE APP SOA,CONCLUIDA,6226,4448
Guatemala,2025-05,ANCLAJE BASE,CANCELADA,275,248
Guatemala,2025-05,ANCLAJE BASE,CONCLUIDA,1244,1140
Guatemala,2025-05,APP,CANCELADA,565,456
Guatemala,2025-05,APP,CONCLUIDA,1807,1594
Guatemala,2025-05,BASE AUTOMATICO,CANCELADA,569,504
Guatemala,2025-05,BASE AUTOMATICO,CONCLUIDA,3714,3601
Guatemala,2025-05,MANUAL,CANCELADA,1035,922
Guatemala,2025-05,MANUAL,CONCLUIDA,2606,2221
Guatemala,2025-05,SIN_TIPO,CANCELADA,1667,1492
Guatemala,2025-05,SIN_TIPO,CONCLUIDA,3996,3996
Guatemala,2025-05,SIN_TIPO,PROCESO,1,1
Guatemala,2025-06,ANCLAJE APP SOA,CANCELADA,2221,1111
Guatemala,2025-06,ANCLAJE APP SOA,CONCLUIDA,6382,4041
Guatemala,2025-06,ANCLAJE BASE,CANCELADA,374,243
Guatemala,2025-06,ANCLAJE BASE,CONCLUIDA,1506,1179
Guatemala,2025-06,APP,CANCELADA,1372,602
Guatemala,2025-06,APP,CONCLUIDA,2374,1731
Guatemala,2025-06,BASE AUTOMATICO,CANCELADA,564,495
Guatemala,2025-06,BASE AUTOMATICO,CONCLUIDA,3577,3443
